#,Author,Total Poems,Live,Verse Daily,Poetry Daily,RALP,Slowdown
4127,Andrew Michael Roberts,5,,5,,,
4128,Chloe Garcia Roberts,1,,,1,,
4129,Jack Roberts,1,,1,,,
4130,Katrina Roberts,3,,3,,,
4131,Kim Roberts,5,,5,,,
4132,Michael Symmons Roberts,1,,1,,,
4133,stephanie roberts,1,,1,,,
4134,Jennifer Robertson,1,,,1,,
4135,Kristin Robertson,1,,1,,,
4136,Lisa Robertson,1,,,1,,
4137,Robin Robertson,1,,,1,,
4138,Michael Robins,9,,6,2,,1
4139,Edwin Arlington Robinson,1,1,,,,
4140,Elizabeth Robinson,2,,2,,,
4141,Jane Robinson,1,,1,,,
4142,Roger Robinson,3,,1,,,2
4143,Joe Robitaille,1,,1,,,
4144,Peggy Robles-Alvarado,1,,,,,1
4145,Jeremy Robson,1,,1,,,
4146,Iliana Rocha,3,,2,,,1
4147,Martin Rock,1,,1,,,
4148,June Rockefeller,1,,1,,,
4149,Barbara Rockman,1,,1,,,
4150,Moya Roddy,1,,1,,,
4151,David Roderick,2,,1,,,1
4152,Erin Rodoni,7,,5,,,2
4153,Anuel Rodriguez,1,,,1,,
4154,Linda Rodriguez,1,,1,,,
4155,Dana Roeser,2,,2,,,
4156,Theodore Roethke,1,,,1,,
4157,Bertha Rogers,2,,2,,,
4158,Brittany Rogers,4,,,3,,1
4159,Elizabeth Lindsey Rogers,2,,1,,,1
4160,Justin Rogers,1,,1,,,
4161,Pattiann Rogers,3,,2,,,1
4162,Stephanie Rogers,2,,2,,,
4163,Matthew Rohrer,9,,5,3,,1
4164,Andres Rojas,1,,,1,,
4165,Rebecca Givens Rolland,1,,1,,,
4166,Nicole Rollender,1,,1,,,
4167,Alison C. Rollins,4,,,2,,2
4168,Sahar Romani,2,,,,,2
4169,Immanuel of Rome,1,,,1,,
4170,Lee Romer,1,,1,,,
4171,Laura Romeyn,1,,1,,,
4172,Edwin Romond,1,,1,,,
4173,Margaret Ronda,1,,1,,,
4174,Martha Ronk,1,,1,,,
4175,Anne Marie Rooney,5,,5,,,
4176,Kathleen Rooney,3,,2,,,1
4177,Lee Ann Roripaugh,5,,2,2,,1
4178,Patrick Rosal,2,,,,,2
4179,Renato Rosaldo,1,,1,,,
4180,Austen Leah Rose,1,,,1,,
4181,Catie Rosemurgy,1,,1,,,
4182,Dan Rosenberg,9,,7,1,,1
4183,Mirta Rosenberg,1,,,1,,
4184,Corinna Rosendahl,1,,1,,,
4185,Carl Rosenstock,1,,1,,,
4186,Mira Rosenthal,3,,2,1,,
4187,Emily Rosko,4,,4,,,
4188,Anna Ross,2,,1,,,1
4189,Arra Lynn Ross,1,,1,,,
4190,Laura Sobbott Ross,1,,1,,,
4191,Margaret Ross,4,,1,2,,1
4192,Sam Ross,1,,1,,,
4193,Amelia Rosselli,1,,,1,,
4194,J. Allyn Rosser,2,,2,,,
4195,Christina Georgina Rossetti,11,10,,,,1
4196,Lee Rossi,1,,1,,,
4197,Suzanne Manizza Roszak,3,,3,,,
4198,Alexis Rotella,1,,1,,,
4199,Paul B. Roth,2,,2,,,
4200,Susan Rothbard,1,,1,,,
4201,Wesley Rothman,2,,1,,,1
4202,Moriel Rothman-Zecher,1,,,1,,
4203,Ciona Rouse,4,,,,,4
4204,Kelly Rowe,1,,1,,,
4205,Sam Roxas-Chua,1,,1,,,
4206,Lindsey Royce,2,,2,,,
4207,Tadeusz Rozewicz,2,,,,2,
4208,Tomasz Różycki,1,,,1,,
4209,Mary Ruefle,12,,7,,3,2
4210,Sarah Ruhl,3,,,1,,2
4211,Rumi,6,,1,1,4,
4212,Linwood D. Rumney,1,,1,,,
4213,Lex Runciman,6,,6,,,
4214,Justin Runge,2,,2,,,
4215,Brandon Rushton,1,,1,,,
4216,Brian Russell,1,,1,,,
4217,Lauren Russell,2,,,2,,
4218,Michael Rutherglen,1,,1,,,
4219,Vern Rutsala,1,,1,,,
4220,Kay Ryan,2,,,,2,
4221,Michael Ryan,1,,,,1,
4222,Tamura Ryuichi,1,,1,,,
4223,F. Daniel Rzicznek,3,,3,,,
4224,Aaron El Sabrout,1,,,1,,
4225,Tsitsi S.A. Sachikonye,1,,1,,,
4226,Carly Sachs,1,,1,,,
4227,Nelly Sachs,2,,,2,,
4228,Sarah Sadie,1,,1,,,
4229,Jenny Sadre-Orafai,4,,4,,,
4230,Jacob Saenz,1,,,,,1
4231,Joe Safdie,1,,,1,,
4232,Lubna Safi,1,,,1,,
4233,Natalie Safir,1,,1,,,
4234,C.J. Sage,14,,14,,,
4235,Brooke Sahni,4,,4,,,
4236,Lawrence Sail,2,,2,,,
4237,Leslie Sainz,3,,,1,,2
4238,Marjorie Saiser,2,,2,,,
4239,Brynn Saito,5,,3,1,,1
4240,Traci Brimhall & Brynn Saito,1,,1,,,
4241,Natasha Sajé,7,,6,,,1
4242,Omar Sakr,4,,,1,2,1
4243,Amira Antoun Salameh,1,,1,,,
4244,Maya Salameh,1,,,1,,
4245,Tomaž Šalamun,5,,1,4,,
4246,C. T. Salazar,2,,1,,,1
4247,Michael Salcman,1,,1,,,
4248,Angbeen Saleem,1,,,,,1
4249,Edward Salem,2,,,1,,1
4250,Christopher Salerno,3,,3,,,
4251,Alex Z. Salinas,1,,,,,1
4252,J.D. Salinger,1,,,,1,
4253,David Salner,1,,1,,,
4254,Mona Lisa Saloy,1,,1,,,
4255,Mary Jo Salter,2,,1,,,1
4256,Ron Paul Salutsky,2,,2,,,
4257,Yaccaira Salvatierra,1,,,1,,
4258,Matt Salyer,1,,1,,,
4259,Kelly R. Samuels,1,,1,,,
4260,Mary Ann Samyn,5,,5,,,
4261,by Sonia Sanchez,2,,,,2,
4262,Erika L. Sánchez,1,,,,1,
4263,Juan Manuel Sánchez,1,,1,,,
4264,Mikeas Sánchez,1,,,,,1
4265,Sonia Sanchez,3,,,,1,2
4266,Carl Sandburg,5,,,,5,
4267,Sheila Sanderson,1,,1,,,
4268,Aimée Sands,1,,1,,,
4269,Jon Sands,2,,,,2,
4270,G. J. Sanford,1,,1,,,
4271,Yi Sang,1,,,1,,
4272,Nicole Santalucia,2,,1,1,,
4273,Cintia Santana,2,,1,1,,
4274,Chris Santiago,2,,,,,2
4275,Benilda S. Santos,2,,,,2,
4276,Ildefonso Santos,1,,,,1,
4277,Mayra Santos-Febres,1,,,1,,
4278,Sappho,1,,,,,1
4279,Robyn Sarah,1,,,,1,
4280,Sarah Sarai,2,,2,,,
4281,Severo Sarduy,1,,,1,,
4282,Jordi Sarsanedas,1,,,1,,
4283,Jo Sarzotti,1,,1,,,
4284,Catherine Sasanov,1,,1,,,
4285,Brian Satrom,5,,5,,,
4286,Jane Satterfield,3,,3,,,
4287,Carole Satyamurti,1,,1,,,
4288,Eva Saulitis,2,,1,1,,
4289,Hayden Saunier,4,,4,,,
4290,Sandra Savage,1,,1,,,
4291,Jeannine Savard,1,,1,,,
4292,Zach Savich,5,,5,,,
4293,Larry Sawyer,2,,2,,,
4294,Sam Sax,5,,2,1,1,1
4295,Gwen Sayers,1,,,1,,
4296,Nay Saysourinho,1,,,1,,
4297,Stephen Scaer,1,,1,,,
4298,Leslie Scalapino,1,,,1,,
4299,Caitlin Scarano,1,,,,,1
4300,George Scarbrough,1,,1,,,
4301,Andrea Scarpino,2,,2,,,
4302,Maxine Scates,3,,3,,,
4303,Natalie Scenters-Zapico,1,,,,,1
4304,Robin Beth Schaer,2,,1,,,1
4305,Jane Schapiro,1,,1,,,
4306,Adam Scheffler,3,,3,,,
4307,Angeline Schellenberg,1,,1,,,
4308,Frances Schenkkan,1,,1,,,
4309,Michael Schiavo,1,,1,,,
4310,Carla Schick,1,,1,,,
4311,Robyn Schiff,3,,1,1,1,
4312,Richard Schiffman,1,,1,,,
4313,Margot Schilpp,3,,3,,,
4314,Kelly Schirmann,1,,,1,,
4315,Stephanie E. Schlaifer,1,,1,,,
4316,Rob Schlegel,3,,1,2,,
4317,Fred Schmalz,1,,1,,,
4318,Michael Schmeltzer,1,,1,,,
4319,Katie Schmid,1,,1,,,
4320,Peter Schmitt,1,,1,,,
4321,Gjertrud Schnackenberg,2,,,,2,
4322,Pat Schneider,1,,,,1,
4323,Jason Schneiderman,4,,1,1,,2
4324,E. B. Schnepp,1,,,1,,
4325,Zachary Schomburg,3,,2,1,,
4326,Daniel Schonning,2,,,2,,
4327,Allyson Paty & Danniel Schoonebeck,1,,1,,,
4328,Danniel Schoonebeek,2,,2,,,
4329,Penelope Scambly Schott,5,,5,,,
4330,Amy Schrader,1,,1,,,
4331,Corinna McClanahan Schroeder,1,,1,,,
4332,Steven D. Schroeder,1,,1,,,
4333,Grace Schulman,2,,,1,1,
4334,Emily Elizabeth Schulten,2,,2,,,
4335,Dennison Ty Schultz,1,,,,,1
4336,Philip Schultz,3,,1,,1,1
4337,Tina Schumann,5,,5,,,
4338,Lacy Schutz,2,,2,,,
4339,Amy Schutzer,1,,1,,,
4340,Claire Schwartz,1,,,1,,
4341,Delmore Schwartz,1,,,1,,
4342,Howard Schwartz,1,,1,,,
4343,Leslie Contreras Schwartz,2,,2,,,
4344,Sarah V. Schweig,2,,2,,,
4345,Barbara Schweitzer,1,,1,,,
4346,Eric Schwerer,1,,1,,,
4347,Claire Scott,1,,1,,,
4348,Herbert Scott,1,,1,,,
4349,Nancy Scott,2,,2,,,
4350,Richard Scott,1,,,,,1
4351,J.D. Scrimgeour,1,,1,,,
4352,Heidi Seaborn,4,,1,1,,2
4353,by Nicole Sealey,1,,,,1,
4354,Nicole Sealey,4,,,,1,3
4355,Damion Searls,1,,,1,,
4356,Alexis Sears,1,,,,,1
4357,Denise Duhamel & Maureen Seaton,1,,1,,,
4358,Maureen Seaton,2,,2,,,
4359,Neil de la Flor & Maureen Seaton,1,,1,,,
4360,Allison Seay,2,,2,,,
4361,Chet'la Sebree,3,,1,1,,1
4362,Olga Sedakova,1,,,1,,
4363,Shane Seely,1,,1,,,
4364,George Seferis,1,,,1,,
4365,Tim Seibles,2,,,,,2
4366,Anthony Seidman,2,,2,,,
4367,Anne Lesley Selcer,1,,1,,,
4368,Tamara Kaye Sellman,1,,1,,,
4369,Katherine DiBella Seluja,1,,1,,,
4370,Kascha Semonovitch,1,,1,,,
4371,Nabaneeta Dev Sen,1,,,1,,
4372,Adelaide Sendlenski,1,,,,,1
4373,Martha Serpas,1,,1,,,
4374,Vijay Seshadri,2,,,1,,1
4375,Alafia Nicole Sessions,1,,,1,,
4376,Max Sessner,2,,1,1,,
4377,Choi Seungja,2,,,1,,1
4378,Diane Seuss,10,,2,4,1,3
4379,Melanie Sevcenko,1,,1,,,
4380,Juleta Severson-Baker,1,,1,,,
4381,Leona Sevick,1,,1,,,
4382,Lisa Sewell,1,,,,,1
4383,Anne Sexton,3,,,,3,
4384,Elaine Sexton,4,,4,,,
4385,Megan Sexton,1,,1,,,
4386,Sean Sexton,1,,1,,,
4387,Wesley Sexton,1,,1,,,
4388,Patty Seyburn,5,,5,,,
4389,Sarah Sgro,1,,1,,,
4390,Aharon Shabtai,1,,,1,,
4391,Eric Paul Shaffer,1,,1,,,
4392,Sara Shagufta,1,,,1,,
4393,Anushka Shah,1,,,1,,
4394,Purvi Shah,1,,,,,1
4395,Glenn Shaheen,1,,1,,,
4396,William Shakespeare,23,20,,,2,1
4397,Assata Shakur,1,,,,1,
4398,Xiao Yue Shan,1,,1,,,
4399,Charif Shanahan,6,,,1,2,3
4400,Ravi Shankar,1,,1,,,
4401,Natalie Shapero,6,,3,1,1,1
4402,Alan Shapiro,4,,1,2,,1
4403,Ali Shapiro,2,,1,,1,
4404,Lauren Shapiro,1,,1,,,
4405,Rob Shapiro,1,,,1,,
4406,Solmaz Sharif,4,,,1,1,2
4407,Lee Sharkey,2,,1,1,,
4408,Azad Ashim Sharma,1,,,1,,
4409,Prageeta Sharma,2,,,1,,1
4410,Vivek Sharma,1,,1,,,
4411,Brenda Shaughnessy,8,,4,1,1,2
4412,Anne Shaw,2,,2,,,
4413,B. T. Shaw,2,,2,,,
4414,Clare Shaw,1,,1,,,
4415,Kent Shaw,1,,1,,,
4416,Luci Shaw,1,,,,1,
4417,Glenn Shea,1,,1,,,
4418,Michael Martin Shea,1,,,1,,
4419,Emily Shearer,1,,1,,,
4420,Sean Shearer,1,,,1,,
4421,Faith Shearin,2,,,,2,
4422,Felicity Sheehy,1,,,1,,
4423,Derek Sheffield,2,,1,1,,
4424,Percy Bysshe Shelley,9,8,,,,1
4425,Matthew Shenoda,2,,,2,,
4426,Bret Shepard,4,,1,3,,
4427,Neil Shepard,3,,3,,,
4428,Reginald Shepherd,3,,,2,,1
4429,Maureen Sherbondy,5,,5,,,
4430,Cherene Sherrard,4,,2,1,,1
4431,Tim Sherry,1,,1,,,
4432,Samyak Shertok,2,,,1,,1
4433,Justin Sherwood,1,,1,,,
4434,Meg Shevenock,1,,1,,,
4435,Michael Shewmaker,1,,1,,,
4436,Simon Shieh,2,,,1,1,
4437,Masaoka Shiki,1,,,1,,
4438,Izumi Shikibu,4,,,,4,
4439,Brandon Shimoda,3,,,3,,
4440,Sun Yung Shin,1,,,1,,
4441,Jason Shinder,3,,,,1,2
4442,Katie Jean Shinkle,1,,1,,,
4443,Carrie Shipers,5,,5,,,
4444,Julia Shipley,1,,1,,,
4445,Vivian Shipley,2,,2,,,
4446,Christopher Shipman,1,,1,,,
4447,Peter Jay Shippy,3,,2,1,,
4448,Raena Shirali,4,,1,,1,2
4449,Warsan Shire,4,,,,2,2
4450,Evie Shockley,9,,,3,1,5
4451,Betsy Sholl,6,,6,,,
4452,Jacob Shores-Argüello,2,,,,,2
4453,Laura Shovan,1,,1,,,
4454,Dara-Lyn Shrager,1,,1,,,
4455,Kim Shuck,1,,,,,1
4456,Vinod Kumar Shukla,2,,,2,,
4457,Jason Shulman,1,,1,,,
4458,Peggy Shumaker,3,,3,,,
4459,David Shumate,2,,1,,1,
4460,Mandy Shunnarah,2,,,,2,
4461,Danielle Shuster,1,,1,,,
4462,Ciara Shuttleworth,1,,1,,,
4463,Hilary Sideris,3,,3,,,
4464,Joyce Sidman,1,,,,1,
4465,Brenda Sieczkowski,1,,1,,,
4466,Maia Siegel,1,,1,,,
4467,Robert Siegel,1,,1,,,
4468,Scot Siegel,2,,2,,,
4469,Yvette Siegert,2,,2,,,
4470,Rachelle Sierra,1,,,,1,
4471,Sabrina Siew,1,,,1,,
4472,Rita Signorelli-Pappas,1,,1,,,
4473,Cedar Sigo,3,,,1,,2
4474,Eleni Sikelianos,3,,1,1,,1
4475,Richard Siken,9,,1,3,4,1
4476,Martha Silano,15,,14,,,1
4477,Neil Silberblatt,1,,1,,,
4478,Robin Silbergleid,1,,,,,1
4479,Delilah Silberman,1,,,1,,
4480,Dorsía Smith Silva,1,,,1,,
4481,Veronica Silva,1,,,1,,
4482,Anya Krugovoy Silver,1,,,,,1
4483,Taije Silverman,1,,,,,1
4484,Shel Silverstein,1,,,,1,
4485,Antun Branko Šimić,1,,,1,,
4486,Charles Simic,11,,5,1,5,
4487,Goran Simić,1,,1,,,
4488,Kevin Simmonds,1,,1,,,
4489,Janice Fitzpatrick Simmons,1,,1,,,
4490,Daniel Simon,1,,,,,1
4491,Maurya Simon,1,,1,,,
4492,Sandra Simonds,5,,5,,,
4493,Brian Simoneau,2,,1,1,,
4494,Leonora Simonovis,1,,1,,,
4495,Jeff Simpson,1,,1,,,
4496,Louis Simpson,1,,,,1,
4497,caroline sinavaiana-gabbard,1,,,,,1
4498,Sean Singer,4,,2,1,,1
4499,Medha Singh,1,,,1,,
4500,Savannah Sipple,1,,,,,1
4501,Jen Siraganian,1,,,1,,
4502,Hal Sirowitz,1,,1,,,
4503,Callie Siskel,1,,,1,,
4504,Lemn Sissay,1,,,,,1
4505,Krzysztof Siwczyk,1,,,1,,
4506,Emily Skaja,2,,,,1,1
4507,Egill Skallagrímsson,1,,,1,,
4508,Jake Skeets,1,,,,,1
4509,Emily Skillings,2,,1,1,,
4510,Juddith Skillman,1,,1,,,
4511,Judith Skillman,6,,6,,,
4512,Jeffrey Skinner,1,,1,,,
4513,Jonathan Skinner,1,,,1,,
4514,Knute Skinner,3,,3,,,
4515,Ray Skjelbred,1,,1,,,
4516,Floyd Skloot,1,,1,,,
4517,Karen Skolfield,2,,2,,,
4518,Ed Skoog,2,,2,,,
4519,John Skoyles,1,,1,,,
4520,Ryan Skrabalak,1,,,1,,
4521,Tara Skurtu,1,,1,,,
4522,Ron Slate,4,,2,1,,1
4523,Lauren Goodwin Slaughter,3,,2,1,,
4524,Susan Slaviero,1,,1,,,
4525,Tom Sleigh,2,,1,1,,
4526,Derold Ernest Sligh,1,,1,,,
4527,Sarah J. Sloat,2,,2,,,
4528,Andrea Witzke Slot,1,,1,,,
4529,Amy Small-McKinney,1,,1,,,
4530,Sébastien Smirou,1,,,1,,
4531,Aaron Smith,2,,,1,,1
4532,Abraham Smith,2,,1,1,,
4533,Adrian Keith Smith,1,,,,,1
4534,Austin Smith,3,,2,,,1
4535,by Maggie Smith,1,,,,1,
4536,C. Henry Smith,1,,1,,,
4537,Carmen Giménez Smith,1,,,,,1
4538,Casey Smith,1,,,1,,
4539,Charlie Smith,1,,,,1,
4540,Claire Sylvester Smith,3,,3,,,
4541,Clint Smith,3,,,,1,2
4542,Cody Smith,1,,,1,,
4543,Crystal Simone Smith,1,,,1,,
4544,Danez Smith,3,,,,2,1
4545,Ellen McGrath Smith,1,,1,,,
4546,Erin Elizabeth Smith,1,,1,,,
4547,James Malone Smith,1,,1,,,
4548,Jared Smith,1,,1,,,
4549,Jasmine Elizabeth Smith,1,,,1,,
4550,Jess Smith,3,,3,,,
4551,John Smith,2,,2,,,
4552,Katherine Smith,2,,2,,,
4553,Kathryn Smith,3,,2,1,,
4554,Maggie Smith,11,,8,,1,2
4555,Matthew Buckley Smith,1,,1,,,
4556,Mike Smith,2,,2,,,
4557,Newton Smith,1,,1,,,
4558,Patricia Smith,3,,1,1,,1
4559,R. T. Smith,2,,2,,,
4560,Rich Smith,1,,1,,,
4561,Ryan Patrick Smith,1,,1,,,
4562,Steven Ray Smith,1,,1,,,
4563,Stevie Smith,1,,,,1,
4564,Theresa D. Smith,1,,1,,,
4565,Tracy K. Smith,5,,3,,,2
4566,Barton Smock,1,,,,1,
4567,M. L. Smoker,2,,,1,,1
4568,Allison Smythe,1,,1,,,
4569,Tom Snarsky,2,,,,2,
4570,Pamela Sneed,1,,,1,,
4571,Brian Sneeden,1,,1,,,
4572,Ralph Sneeden,1,,,1,,
4573,Priscilla Sneff,1,,1,,,
4574,Bruce Snider,2,,,1,,1
4575,Ann Snodgrass,1,,1,,,
4576,Gary Snyder,2,,,1,1,
4577,Rick Snyder,1,,1,,,
4578,Sarah Dickenson Snyder,1,,1,,,
4579,Megan Snyder-Camp,2,,2,,,
4580,Adrian Sobol,1,,,1,,
4581,Lasse Söderberg,1,,,1,,
4582,Ardengo Soffici,1,,,1,,
4583,Lim Solah,2,,,2,,
4584,Rose Solari,1,,1,,,
4585,Layli Long Soldier,2,,,1,,1
4586,Joanna Solfrian,2,,2,,,
4587,Karen Solie,1,,,,,1
4588,Moheb Soliman,1,,,1,,
4589,Natalie Solmer,1,,1,,,
4590,Sandy Solomon,1,,,,,1
4591,J.R. Solonche,8,,8,,,
4592,Brandon Som,1,,,1,,
4593,Max Somers,1,,1,,,
4594,Lily Someson,1,,,1,,
4595,Jason Sommer,1,,,1,,
4596,Ephraim Scott Sommers,2,,2,,,
4597,Cathy Song,1,,,,,1
4598,Grace Q. Song,1,,,,1,
4599,Katherine Soniat,2,,2,,,
4600,Nida Sophasarun,1,,,1,,
4601,Jeddie Sophronius,1,,,1,,
4602,Barbara Ellen Sorensen,1,,1,,,
4603,Philip Sorenson,1,,1,,,
4604,Celia A Sorhaindo,1,,1,,,
4605,Andrzej Sosnowski,1,,1,,,
4606,Analicia Sotelo,3,,,1,,2
4607,Christopher Soto,1,,,,,1
4608,Gary Soto,2,,2,,,
4609,Kennedy A. Gisege & Sin à Tes Souhaits,1,,,1,,
4610,Sarah Sousa,2,,2,,,
4611,Laurène Southe,1,,,,1,
4612,Lisa Russ Spaar,5,,4,1,,
4613,Barry Spacks,1,,1,,,
4614,Juliana Spahr,3,,,2,,1
4615,Ron Spalletta,1,,,,1,
4616,Amy Sparks,1,,1,,,
4617,Holly Wren Spaulding,1,,1,,,
4618,Mary Austin Speaker,2,,2,,,
4619,Rebecca A. Spears,1,,1,,,
4620,A.B. Spellman,4,,,2,,2
4621,Anne Spencer,1,,,,,1
4622,Beth Spencer,1,,1,,,
4623,Molly Spencer,4,,3,1,,
4624,Gabriel Spera,2,,2,,,
4625,Leonora Speyer,1,,,,,1
4626,Jack Spicer,2,,,,1,1
4627,Lianne Spidel,1,,1,,,
4628,Matthew J. Spireng,1,,1,,,
4629,Elizabeth Spires,1,,1,,,
4630,Kathleen Spivack,1,,,,1,
4631,Nathan Spoon,2,,,2,,
4632,Martha Sprackland,1,,,1,,
4633,Bianca Lynne Spriggs,1,,,,,1
4634,Angela María Spring,1,,,,,1
4635,Jane Springer,3,,3,,,
4636,Donna Spruijt-Metz,2,,1,1,,
4637,Violet Spurlock,1,,,1,,
4638,Carolyn Srygley-Moore,1,,1,,,
4639,Kim Stafford,4,,2,,,2
4640,William Stafford,4,,1,,2,1
4641,Pauline Stainer,1,,1,,,
4642,A. E. Stallings,11,,9,1,,1
4643,Eleanor Stanford,4,,4,,,
4644,Joannie Stangeland,1,,1,,,
4645,Jared Stanley,1,,,1,,
4646,Sappho Stanley,1,,,,,1
4647,Maura Stanton,2,,2,,,
4648,Heidi Lynn Staples,1,,1,,,
4649,Kathryn Starbuck,2,,2,,,
4650,Clemens Starck,1,,1,,,
4651,Jessica Q. Stark,1,,,1,,
4652,David Starkey,4,,4,,,
4653,Rebecca Starks,1,,1,,,
4654,Page Hill Starzinger,1,,,,,1
4655,Mark Statman,1,,,1,,
4656,Ed Steck,1,,,1,,
4657,Sasha Steensen,1,,,1,,
4658,Alina Stefanescu,4,,2,1,,1
4659,Aleš Šteger,1,,,1,,
4660,Heidy Steidlmayer,1,,1,,,
4661,Gertrude Stein,3,,,,1,2
4662,J. Hope Stein,2,,,1,,1
4663,Leigh Stein,1,,,,,1
4664,Melissa Stein,5,,4,,,1
4665,Anastasia Stelse,1,,1,,,
4666,Jordan Stempleman,1,,1,,,
4667,Annie Stenzel,2,,2,,,
4668,Maria Stepanova,3,,,3,,
4669,Dior J. Stephens,1,,,1,,
4670,Hannah Stephenson,1,,1,,,
4671,Phillip Sterling,1,,1,,,
4672,Gerald Stern,6,,4,,,2
4673,Sarah Stern,2,,2,,,
4674,Wallace Stevens,18,17,,,,1
4675,Anne Stevenson,1,,,,1,
4676,Ryann Stevenson,1,,,,,1
4677,Margo Taft Stever,3,,3,,,
4678,D. Antwan Stewart,2,,2,,,
4679,Joshua Michael Stewart,1,,1,,,
4680,Susan Stewart,4,,1,2,,1
4681,Christine Stewart-Nuñez,3,,3,,,
4682,Sarah Stickney,1,,,1,,
4683,Sophia Stid,1,,,1,,
4684,Eric Stiefel,1,,1,,,
4685,Randall Stiffler,1,,1,,,
4686,Pablo Piñero Stillmann,2,,,,,2
4687,Alison Stine,1,,1,,,
4688,Victoria Stitt,1,,,1,,
4689,William Stobb,3,,3,,,
4690,Rosie Stockton,1,,,1,,
4691,Sarah Stockton,1,,1,,,
4692,Alison Stone,4,,4,,,
4693,Bianca Stone,4,,1,1,,2
4694,Carole Stone,1,,1,,,
4695,Dan Stone,1,,1,,,
4696,Ellen Stone,1,,1,,,
4697,Eric Greinke & Alison Stone,1,,1,,,
4698,Myrna Stone,2,,2,,,
4699,Nomi Stone,3,,,,1,2
4700,Ruth Stone,2,,1,1,,
4701,Donna Stonecipher,1,,1,,,
4702,Sara Jane Stoner,1,,1,,,
4703,Julia Story,1,,1,,,
4704,Katerina Stoykova,1,,1,,,
4705,Katerina Stoykova-Klemer,1,,1,,,
4706,Steve Straight,1,,1,,,
4707,Zack Strait,1,,1,,,
4708,Mark Strand,6,,,,5,1
4709,Brian Strang,1,,1,,,
4710,Barbara Buckman Strasko,1,,1,,,
4711,Austin Straus,1,,1,,,
4712,Timmy Straw,2,,,2,,
4713,Peter Streckfus,1,,1,,,
4714,Meredith Stricker,2,,2,,,
4715,A.E. Stringer,3,,3,,,
4716,Dao Strom,1,,,1,,
4717,Julien Strong,1,,,1,,
4718,Liam Strong,1,,1,,,
4719,Sarah Pemberton Strong,1,,1,,,
4720,Joseph Stroud,2,,,,,2
4721,John Struloeff,1,,1,,,
4722,Dan Stryk,1,,1,,,
4723,Janaka Stucky,1,,1,,,
4724,Melissa Studdard,5,,4,,,1
4725,Adrienne Su,2,,1,1,,
4726,Jessica Lynn Suchon,1,,1,,,
4727,Jaz Sufi,2,,,1,1,
4728,Yerra Sugarman,1,,1,,,
4729,DeShara Suggs-Joe,1,,,,,1
4730,Julie Suk,2,,2,,,
4731,Marcela Sulak,3,,3,,,
4732,Hannah Sullivan,1,,,1,,
4733,Joy Sullivan,2,,,,1,1
4734,Lisa Summe,1,,1,,,
4735,Lee Sumyeong,1,,,1,,
4736,Ramón C. Sunico,2,,,,2,
4737,Edward Michael O'Durr Supranowicz,1,,1,,,
4738,Enzo Silon Surin,1,,1,,,
4739,John Surowiecki,2,,2,,,
4740,Jennifer A Sutherland,1,,1,,,
4741,Joyce Sutphen,2,,2,,,
4742,Anna B. Sutton,1,,1,,,
4743,Benjamin Sutton,1,,1,,,
4744,Maxwell Suzuki,1,,1,,,
4745,Mathias Svalina,1,,,1,,
4746,Mark Svenvold,1,,1,,,
4747,Terese Svoboda,2,,2,,,
4748,Heather Swan,1,,1,,,
4749,Marc Swan,1,,1,,,
4750,Patrick Swaney,1,,1,,,
4751,David Swanger,1,,1,,,
4752,Brian Swann,1,,1,,,
4753,Chad Sweeney,2,,2,,,
4754,Dennis James Sweeney,2,,1,1,,
4755,Jennifer K. Sweeney,3,,3,,,
4756,Matthew Sweeney,1,,1,,,
4757,Charles Sweetman,1,,1,,,
4758,Cole Swensen,1,,,1,,
4759,May Swenson,1,,,,1,
4760,Joan Swift,1,,,,,1
4761,Jonathan Swift,1,1,,,,
4762,Anna Swir,1,,,,1,
4763,Wally Swist,1,,1,,,
4764,Tuệ Sỹ,1,,,1,,
4765,Elizabeth Sylvia,1,,1,,,
4766,Arthur Sze,5,,1,2,,2
4767,Gillian Sze,2,,,1,1,
4768,Fiona Sze-Lorrain,3,,2,1,,
4769,Andrew Szilvasy,1,,1,,,
4770,George Szirtes,3,,2,1,,
4771,Larissa Szporluk,3,,3,,,
4772,Mary Szybist,4,,,2,,2
4773,Stacy Szymaszek,1,,,1,,
4774,Wisława Szymborska,4,,,1,3,
4775,Wislawa Szymborska,1,,,,1,
4776,Eileen R. Tabios,1,,1,,,
4777,Nano Taggart,1,,1,,,
4778,Paige Taggart,1,,,,,1
4779,Rabindranath Tagore,2,,,,,2
4780,Talin Tahajian,5,,1,2,2,
4781,Dujie Tahat,1,,,1,,
4782,Sidney Taiko,1,,1,,,
4783,Nancy Takacs,1,,1,,,
4784,Shuzo Takiguchi,1,,,1,,
4785,Rob Talbert,1,,1,,,
4786,Bridget Talone,1,,1,,,
4787,Sara Talpos,1,,1,,,
4788,Adeeba Shahid Talukder,2,,1,1,,
4789,Amber Tamblyn,1,,,,,1
4790,Rachel Tanaka,1,,,1,,
4791,Yuki Tanaka,1,,,1,,
4792,Jessica Tanck,2,,2,,,
4793,Jason Tandon,5,,5,,,
4794,Yuko Taniguchi,1,,,1,,
4795,Shuntaro Tanikawa,1,,,1,,
4796,Anne Tannam,1,,1,,,
4797,Jiang Tao,1,,,1,,
4798,Luci Tapahonso,1,,,,,1
